step,t_s,guidance_updated,trajectory_id,guidance_cycle_index,sigma_cmd_rad,sigma_target_rad,sigma_actual_rad,roll_rate_rad_s,roll_accel_rad_s2,tau_roll_cmd_Nm,tau_roll_capacity_Nm,requested_duty,fired_this_step,num_internal_steps,num_fired_internal_steps,roll_pos_backlog_s,roll_neg_backlog_s,roll_pos_is_on,roll_neg_is_on,active_thrusters,torque_z_from_rcs,force_x_from_rcs,force_y_from_rcs,force_z_from_rcs,r_m,phi_rad,lam_rad,V_mps,gamma_rad,chi_rad,alt_m,rho_kgm3,q_pa,T_K,p_Pa,drag_mag_N,lift_mag_N,lift_vertical_plane_N,lift_lateral_left_N,gravity_mps2,range_to_go_m,great_circle_range_m,great_circle_angle_rad,target_course_chi_rad,target_azimuth_north_rad,heading_error_rad,heading_offset_psi_rad,north_error_m,east_error_m,along_track_error_m,cross_track_error_m,interval_active,interval_failed,interval_failure_time_s,interval_failure_reason,interval_failure_kind,nominal_continued_after_interval_failure,last_valid_interval_available,last_valid_interval_time_s,interval_step_failure_kind,interval_step_failure_reason,interval_step_heat_violation,interval_step_numerical_failure,interval_step_recentered,interval_step_recenter_reason,interval_step_split,interval_step_split_reason,interval_step_split_depth,interval_sigma_lo,interval_sigma_hi,interval_rho_lo,interval_rho_hi,interval_q_lo,interval_q_hi,interval_alt_lo,interval_alt_hi,width_r_m,width_phi_rad,width_lam_rad,width_V_mps,width_gamma_rad,width_chi_rad,dx_width_r,dx_width_phi,dx_width_lam,dx_width_V,dx_width_gamma,dx_width_chi,heating_qdot_max_lo,heating_qdot_max_hi,heating_qdot_mean_lo,heating_qdot_mean_hi,heating_Q_max_lo,heating_Q_max_hi,nominal_heat_qdot_max_lo,nominal_heat_qdot_max_hi,nominal_heat_Q_max_lo,nominal_heat_Q_max_hi,nominal_heat_violation,nominal_heat_violation_reason,guidance_selected_candidate_index,guidance_any_feasible_candidate,guidance_selected_candidate_heat_feasible,guidance_selected_interval_screen_used,guidance_selected_interval_failure_kind,guidance_chosen_sigma_cmd_deg,guidance_chosen_sigma_mag_deg,guidance_heading_deadband_deg,guidance_current_altitude_rate_mps,guidance_selected_geometry_cost,guidance_selected_heat_penalty,guidance_selected_total_cost,guidance_selected_failure_reason,guidance_selected_violation_amount,guidance_selected_first_violation_step,guidance_selected_first_violation_time_s,guidance_selected_max_heating_rate_lo,guidance_selected_max_heating_rate_hi,guidance_selected_max_heat_load_lo,guidance_selected_max_heat_load_hi,guidance_candidate_count,guidance_candidate_sigma_deg_json,guidance_candidate_cost_json,guidance_candidate_heat_flag_json,guidance_candidate_failure_reason_json,safety_status,safety_checks,layer_indices,r_m_lo,r_m_hi,r_m_width,phi_rad_lo,phi_rad_hi,phi_rad_width,lam_rad_lo,lam_rad_hi,lam_rad_width,V_mps_lo,V_mps_hi,V_mps_width,gamma_rad_lo,gamma_rad_hi,gamma_rad_width,chi_rad_lo,chi_rad_hi,chi_rad_width
295,73.75,False,traj_000,292,1.2217304763960306,1.2217304763960306,1.2528825415771394,0.0028468618337667076,0.0,-254.91024511636965,5693.72366753344,0.04477039280460875,0,50,0,0.0020415734031046955,0.05549340475390605,0,0,,0.0,0.0,0.0,0.0,6418656.502239745,0.09510590631006255,0.00431122645728494,4276.546797773241,-0.018115111485063014,1.3651772815358132,40556.50223974511,0.003684749260041519,33694.91788314591,251.89068483274605,266.42939433828025,760837.8903609556,185247.48634875444,57905.69084260466,-175964.66169823034,9.674956582431374,1932712.4676658458,1932712.4676658458,0.3030232306903068,0.6018415697160202,0.9689547570788763,-0.763335711819793,-0.763335711819793,1094227.2509005964,1593124.0397588399,1396450.3521851313,-1336152.6471750995,1,0,,,,0,1,73.75,none,,0,0,0,,0,,0,1.2528825415771394,1.2528825415771394,0.0034308687556133073,0.003963115256694527,28827.995514000253,39130.545902340105,40061.470003328286,41044.245782488026,998.3270432734862,0.0008900410395904917,0.0006582347261145094,351.27608052983624,0.013328639102337163,0.024509901565465064,62.205056458612134,5.603391543297924e-05,2.681782604490492e-05,27.49557665679248,0.0008560049560133109,0.0018830896287158677,323066.3346442831,947773.4024675223,415371.00168550696,568664.0414805134,83718112.19414245,198400706.6619621,380113.0707576204,814528.0087663294,88049733.86225702,188678001.13340777,0,,7,1,1,1,none,70.0,70.0,7.0636983381072,-78.83707471463703,50.15752818553885,0.0,50.15752818553885,,0.0,-1,,224362.02324837568,979839.3127122258,83471344.80323349,204464200.09578562,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.96853849423198, 50.75409097144013, 50.6286769775394, 50.51249531305699, 50.40645887174044, 50.31142878858608, 50.22820693930763, 50.15752818553885]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6418134.2060669875,6419132.533110261,998.3270432734862,0.09481929120322459,0.09570933224281508,0.0008900410395904917,0.004018916488385069,0.004677151214499579,0.0006582347261145094,4073.4389129569568,4424.714993486793,351.27608052983624,-0.024646093196995313,-0.01131745409465815,0.013328639102337163,1.3512407189566071,1.3757506205220722,0.024509901565465064
296,74.0,True,traj_000,296,1.2217304763960306,1.2217304763960306,1.2512527131773086,-0.017081171002600336,-0.07971213134546817,-260.60396878393726,5693.72366753344,0.04577039280461475,1,50,14,0.0020415734031046955,0.003661631424369179,0,0,"POD0_RNEG,POD1_RNEG,POD2_RNEG,POD3_RNEG",-1594.2426269093637,3.183231456205249e-14,3.6607202439540366e-14,0.0,6418637.135768491,0.09526893783799024,0.004345383768609855,4254.213026095532,-0.01811581738541001,1.3639636499635872,40537.13576849084,0.0036951046706895983,33437.609033174005,251.83714164597438,267.1213596499208,755027.8057878827,183832.85706139755,57748.02382992531,-174527.03251672676,9.67501496555765,1931945.1248973082,1931945.1248973082,0.30290292170039795,0.6014699210440385,0.969326405750858,-0.7624937289195487,-0.7624937289195487,1093200.8881378553,1592897.920078082,1397019.997075772,-1334446.3621235907,1,0,,,,0,1,74.0,none,,0,0,0,,0,,0,1.2512527131773086,1.2512527131773086,0.003436615595555981,0.0039789481156583505,28511.717323462366,38950.12756956442,40034.20606698748,41032.53311026096,1014.062274380587,0.0009043252290518305,0.0006650660189619359,358.24072033570155,0.013548141907990948,0.02498965779113571,62.940924427422516,5.713675784534806e-05,2.7325171389704458e-05,27.85855922346076,0.000878011222615135,0.0019190249026831913,317232.9201074529,937480.860831608,407870.89728101075,562488.5164989647,83797420.4241693,198635076.87717,374714.25825645414,802959.1248352589,88143412.42682113,188878740.91461658,0,,7,1,1,1,none,70.0,70.0,6.934590037279332,-77.06433093948955,49.98691231543758,0.0,49.98691231543758,,0.0,-1,,212298.80549248675,937480.860831608,83797420.4241693,204962420.62252146,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.782137769688006, 50.57767564021867, 50.45338621756381, 50.338277656312215, 50.233254350488636, 50.13916850922524, 50.05681272522405, 49.98691231543758]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6418106.945842437,6419121.008116818,1014.062274380587,0.09497408026031626,0.09587840548936809,0.0009043252290518305,0.0040497929452868835,0.004714858964248819,0.0006650660189619359,4047.598589299857,4405.8393096355585,358.24072033570155,-0.024753989260560244,-0.011205847352569296,0.013548141907990948,1.3497687702949863,1.374758428086122,0.02498965779113571
297,74.25,False,traj_000,296,1.2217304763960306,1.2217304763960306,1.2469824204266564,-0.017081171002600336,0.0,-167.8532102398224,5693.72366753344,0.029480392804615608,0,50,0,0.0020415734031046955,0.012334929625523022,0,0,,0.0,0.0,0.0,0.0,6418617.869685756,0.09543107726876311,0.004379561027353538,4232.050141229715,-0.018119363992429305,1.3627535974085492,40517.86968575604,0.003705437535280956,33182.65333985963,251.7838756863935,267.8116719948121,749270.8559561737,182431.16492845974,58046.779765023646,-172949.99651941517,9.675073046572074,1931181.1715125428,1931181.1715125428,0.30278314412012086,0.6011003562691588,0.9696959705257377,-0.7616532411393904,-0.7616532411393904,1092180.0804745394,1592671.7769268048,1397588.2193029132,-1332744.494068638,1,0,,,,0,1,74.25,none,,0,0,0,,0,,0,1.2469824204266564,1.2469824204266564,0.00344227912481988,0.003994847608197174,28197.522977861754,38772.832423957734,40006.945842437446,41021.00811681803,1029.9860589941964,0.000918888745286825,0.0006720262666516661,365.2968093472268,0.013774549919853546,0.025478096209422985,63.69513845456275,5.8254064939964635e-05,2.784099075892025e-05,28.22435604610351,0.0009056320474503999,0.0019537536731487433,311490.2779628674,927381.5147060488,400487.5002379725,556428.9088236293,83875292.99366002,198866922.2558465,369403.757811753,791579.481025185,88235763.36627406,189076635.7848729,0,,7,1,1,1,none,70.0,70.0,6.934590037279332,-77.06433093948955,49.98691231543758,0.0,49.98691231543758,,0.0,-1,,212298.80549248675,937480.860831608,83797420.4241693,204962420.62252146,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.782137769688006, 50.57767564021867, 50.45338621756381, 50.338277656312215, 50.233254350488636, 50.13916850922524, 50.05681272522405, 49.98691231543758]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6418079.68310215,6419109.669161145,1029.9860589941964,0.0951278365740393,0.09604672531932612,0.000918888745286825,0.004080628033393246,0.004752654300044912,0.0006720262666516661,4021.8757417128577,4387.1725510600845,365.2968093472268,-0.024864715656093765,-0.011090165736240219,0.013774549919853546,1.3482962471336863,1.3737743433431093,0.025478096209422985
298,74.5,False,traj_000,296,1.2217304763960306,1.2217304763960306,1.2427121276760045,-0.017081171002600336,0.0,-133.69086823460512,5693.72366753344,0.023480392804612685,0,50,0,0.0020415734031046955,0.01868502782667641,0,0,,0.0,0.0,0.0,0.0,6418598.700220486,0.0955923314140584,0.004413756905127982,4210.056587257817,-0.018122586482541628,1.361548179402058,40498.70022048615,0.0037157494996342094,32930.04307093789,251.73087653287112,268.5004426856571,743566.8662697627,181042.36743959444,58337.28316116232,-171385.82263859367,9.67513083683514,1930420.584966023,1930420.584966023,0.3026638944146412,0.6007328596184611,0.9700634671764354,-0.760815319783597,-0.760815319783597,1091164.7857943305,1592445.6176281106,1398153.5904936115,-1331048.5236272886,1,0,,,,0,1,74.5,none,,0,0,0,,0,,0,1.2427121276760045,1.2427121276760045,0.0034478596649655017,0.004010817687044841,27885.400252999487,38598.671527489765,39979.68310215045,41009.669161144644,1046.1041099093854,0.000933735213184711,0.0006791175249484067,372.44506998747875,0.014008029226273012,0.02597532347522935,64.47220366118317,5.9385871591564453e-05,2.8365033186964085e-05,28.593042561007948,0.0009339172256778621,0.001988909063225603,305836.90039529814,917472.3284795186,393218.87193681183,550483.3970877114,83951752.21875884,199096290.33796638,364180.05798792344,780385.8385455502,88326808.38077104,189271732.24450928,0,,7,1,1,1,none,70.0,70.0,6.934590037279332,-77.06433093948955,49.98691231543758,0.0,49.98691231543758,,0.0,-1,,212298.80549248675,937480.860831608,83797420.4241693,204962420.62252146,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.782137769688006, 50.57767564021867, 50.45338621756381, 50.338277656312215, 50.233254350488636, 50.13916850922524, 50.05681272522405, 49.98691231543758]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6418052.4144626735,6419098.518572583,1046.1041099093854,0.09528056488665158,0.0962143000998363,0.000933735213184711,0.00411141939716682,0.004790536922115227,0.0006791175249484067,3996.2682788097263,4368.713348797205,372.44506998747875,-0.024978373048881144,-0.010970343822608131,0.014008029226273012,1.3468230734090043,1.3727983968842337,0.02597532347522935
299,74.75,False,traj_000,296,1.2217304763960306,1.2217304763960306,1.2384418349253523,-0.017081171002600336,0.0,-99.5285262293896,5693.72366753344,0.01748039280461007,0,50,0,0.0020415734031046955,0.0235351260278291,0,0,,0.0,0.0,0.0,0.0,6418579.626985908,0.09575270707074626,0.004447969926551167,4188.230805743451,-0.01812551670209925,1.3603474032838105,40479.626985907555,0.00372604040487871,32679.75395328893,251.6781431208417,269.18766242942604,737915.2886368168,179666.33114635543,58619.65789223645,-169834.40833997395,9.67518833750505,1929663.343617947,1929663.343617947,0.3025451691911301,0.6003674150441609,0.9704289117507356,-0.7599799882396496,-0.7599799882396496,1090154.962108787,1592219.450418938,1398716.0831441563,-1329358.4687572666,1,0,,,,0,1,74.75,none,,0,0,0,,0,,0,1.2384418349253523,1.2384418349253523,0.0034533555689077455,0.004026860702768758,27575.32075591694,38427.63971875004,39952.41446267348,40998.51857258286,1062.4222216820344,0.000948868284654944,0.0006863418673058496,379.6862405100892,0.014248749268980322,0.026481447719484574,65.27244708977594,6.053228588094822e-05,2.8897369429772694e-05,28.964682090443787,0.0009628801708292333,0.0020244969770211165,300271.21606309776,907750.1269310695,386062.99208112556,544650.0761586418,84026820.0227746,199323227.86969915,359041.5810168296,769374.8164646348,88416568.77602525,189464075.94862545,0,,7,1,1,1,none,70.0,70.0,6.934590037279332,-77.06433093948955,49.98691231543758,0.0,49.98691231543758,,0.0,-1,,212298.80549248675,937480.860831608,83797420.4241693,204962420.62252146,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.782137769688006, 50.57767564021867, 50.45338621756381, 50.338277656312215, 50.233254350488636, 50.13916850922524, 50.05681272522405, 49.98691231543758]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6418025.136461481,6419087.5586831635,1062.4222216820344,0.095432269860151,0.09638113814480595,0.000948868284654944,0.004142164698565613,0.004828506565871462,0.0006863418673058496,3970.774112473725,4350.460352983814,379.6862405100892,-0.025095063171484612,-0.01084631390250429,0.014248749268980322,1.3453491711808505,1.371830618900335,0.026481447719484574
300,75.0,True,traj_000,300,1.2217304763960306,1.2217304763960306,1.2341715421747002,-0.017081171002600336,0.0,-65.36618422417231,5693.72366753344,0.011480392804607147,0,50,0,0.0020415734031046955,0.026885224228981156,0,0,,0.0,0.0,0.0,0.0,6418560.649563215,0.09591221097559913,0.004482198638441453,4166.5712544475855,-0.018128186494424936,1.3591512762164604,40460.64956321474,0.003736310111692491,32431.76214084183,251.62567429712817,269.87332323746455,732315.5846083519,178302.9249481205,58894.026426910896,-168295.65263630968,9.675245549836653,1928909.4260109023,1928909.4260109023,0.30242696508535494,0.6000040066328537,0.9707923201620429,-0.7591472695836067,-0.7591472695836067,1089150.5677991281,1591993.2834081133,1399275.6703330085,-1327674.3471830052,1,0,,,,0,1,75.0,none,,0,0,0,,0,,0,1.2341715421747002,1.2341715421747002,0.00345876518634822,0.004042979089259448,27267.25671799008,38259.732545729355,39925.13646148145,40987.55868316349,1078.9462718488649,0.0009642916391986722,0.0006937013851614519,387.0210750638689,0.014496882919558557,0.026996578579377095,66.09620066631155,6.169341817488473e-05,2.9438071422409123e-05,29.339338215119824,0.0009925346023129398,0.0020605234395703227,294791.6867492123,898211.806161307,379017.88296327303,538927.0836967842,84100517.94446191,199547780.82123947,353986.7811788002,758543.1025260005,88505065.47131994,189653711.72425693,0,,7,1,1,1,none,70.0,70.0,6.809387506353694,-75.52824376211156,49.817988984283595,0.0,49.817988984283595,,0.0,-1,,200938.3195094498,898211.806161307,84100517.94446191,205436937.35478756,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.59771918726275, 50.40307962511749, 50.27989320327616, 50.165836110450925, 50.061804393280376, 49.968641525062225, 49.88713104322906, 49.817988984283595]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6417997.84555681,6419076.791828658,1078.9462718488649,0.09558295607638549,0.09654724771558416,0.0009642916391986722,0.004172861616704991,0.004866563001866443,0.0006937013851614519,3945.391157380952,4332.412232444821,387.0210750638689,-0.02521488883398186,-0.010718005914423304,0.014496882919558557,1.343874460582586,1.3708710391619632,0.026996578579377095
301,75.25,False,traj_000,300,1.2217304763960306,1.2217304763960306,1.229901249424048,-0.017081171002600336,0.0,-31.20384221895503,5693.72366753344,0.005480392804604223,0,50,0,0.0020415734031046955,0.02873532243013246,0,0,,0.0,0.0,0.0,0.0,6418541.767502274,0.09607084980587861,0.004516441609527707,4145.076407044928,-0.018130627696164633,1.3579598051809292,40441.767502274364,0.0037465585001865047,32186.044200826513,251.5734688218863,270.5574184164002,726767.2250677992,176952.02001650765,59160.50984867084,-166769.45602348127,9.67530247517933,1928158.810867856,1928158.810867856,0.30230927876136404,0.5996426186043662,0.9711537081905304,-0.758317186576563,-0.758317186576563,1088151.5616126137,1591767.1245780191,1399832.3257210937,-1325996.1763872544,1,0,,,,0,1,75.25,none,,0,0,0,,0,,0,1.229901249424048,1.229901249424048,0.0034640868636148106,0.004059175365282787,26961.180982721056,38094.946263624166,39897.84555680957,40976.79182865843,1095.6822221688926,0.0009800089844816673,0.0007011981882367666,394.4503437642493,0.014752606558285449,0.027520827230029576,66.94380128221684,6.286938113193538e-05,2.9987212301257394e-05,29.71707480152243,0.0010228945549075627,0.002096994602609877,289396.80661711475,888854.3320011636,372081.608507719,533312.5992006982,84172867.1461162,199769994.40423977,349014.1440396571,747887.4515135508,88592319.00732985,189840683.58713531,0,,7,1,1,1,none,70.0,70.0,6.809387506353694,-75.52824376211156,49.817988984283595,0.0,49.817988984283595,,0.0,-1,,200938.3195094498,898211.806161307,84100517.94446191,205436937.35478756,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.59771918726275, 50.40307962511749, 50.27989320327616, 50.165836110450925, 50.061804393280376, 49.968641525062225, 49.88713104322906, 49.817988984283595]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6417970.538127453,6419066.220349622,1095.6822221688926,0.09573262803714595,0.09671263702162762,0.0009800089844816673,0.004203507847522722,0.004904706035759488,0.0007011981882367666,3920.1173305249827,4314.567674289232,394.4503437642493,-0.025337953934419365,-0.010585347376133916,0.014752606558285449,1.3423988597694254,1.369919686999455,0.027520827230029576
302,75.5,False,traj_000,300,1.2217304763960306,1.2217304763960306,1.225630956673396,-0.017081171002600336,0.0,2.9584997862622515,5693.72366753344,0.0005196071953987001,0,50,0,0.0021299066263224726,0.029173753854500797,0,0,,0.0,0.0,0.0,0.0,6418522.980322323,0.0962286301799122,0.004550697430163128,4123.744752849425,-0.018132872133631975,1.3567729969719742,40422.98032232281,0.0037567854697838723,31942.577100519386,251.52152537053124,271.2399425587457,721269.6899317177,175613.4897225052,59419.22787495727,-165255.7204191744,9.675359114974894,1927411.4770902104,1927411.4770902104,0.3021921069111821,0.5992832353106263,0.9715130914842702,-0.7574897616613478,-0.7574897616613478,1087157.9026589924,1591540.9817862585,1400386.023551803,-1324323.973603074,1,0,,,,0,1,75.5,none,,0,0,0,,0,,0,1.225630956673396,1.225630956673396,0.003469318943509523,0.004075452136086129,26657.066994143333,37933.27783349209,39870.53812745307,40966.22034962196,1112.636119888164,0.000996024056908934,0.000708834404843553,401.9748327717266,0.01501610015546212,0.02805430641769524,67.81559087673085,6.406028970908865e-05,3.0544866427144004e-05,30.09795602990755,0.0010539743887066828,0.0021339167506627134,284085.101489152,879674.7384721877,365252.2733431954,527804.8430833126,84243888.42148848,199989913.08885783,344122.18571011873,737404.6836645402,88678349.55375738,190025034.75805146,0,,7,1,1,1,none,70.0,70.0,6.809387506353694,-75.52824376211156,49.817988984283595,0.0,49.817988984283595,,0.0,-1,,200938.3195094498,898211.806161307,84100517.94446191,205436937.35478756,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.59771918726275, 50.40307962511749, 50.27989320327616, 50.165836110450925, 50.061804393280376, 49.968641525062225, 49.88713104322906, 49.817988984283595]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6417943.210472541,6419055.846592429,1112.636119888164,0.0958812901642422,0.09687731422115113,0.000996024056908934,0.004234101103446885,0.004942935508290438,0.000708834404843553,3894.9505507422377,4296.925383513964,401.9748327717266,-0.025464363469500827,-0.010448263314038708,0.01501610015546212,1.3409222848653244,1.3689765912830196,0.02805430641769524
303,75.75,False,traj_000,300,1.2217304763960306,1.2217304763960306,1.2213606639227441,-0.017081171002600336,0.0,37.12084179147776,5693.72366753344,0.006519607195401312,0,50,0,0.00327980842517259,0.029173753854500797,0,0,,0.0,0.0,0.0,0.0,6418504.287512653,0.09638555865766005,0.004584964712042669,4102.574796548564,-0.018134951619148423,1.3555908581940062,40404.287512652576,0.0037669909390968975,31701.338194488853,251.46984253563312,271.9208915333832,715822.4678617965,174287.2095663505,59670.29887548012,-163754.34910418672,9.67541547075552,1926667.4037559133,1926667.4037559133,0.3020754462545136,0.5989258412345524,0.9718704855603442,-0.7566650169594538,-0.7566650169594538,1086169.5504070246,1591314.8627673134,1400936.7386507075,-1322657.7558061911,1,0,,,,0,1,75.75,none,,0,0,1,width_threshold,0,,0,1.2213606639227441,1.2213606639227441,0.0037614584770354685,0.003772532138568177,31346.89842494271,32058.266902848984,40394.287512652576,40414.287512652576,25.550707620568573,0.0003508411399198441,0.0003504993106674152,40.48509975118395,0.005257108833684611,0.007019375826880614,22.202830481177152,7.101158083896585e-06,5.733841074194538e-06,1.9403990047370172,8.448431080648896e-05,0.00015223527561296878,334125.58608378045,738319.7260768884,429590.03925057483,442991.8356461329,84327419.81800942,200174493.02037704,339309.45212690503,727091.6831290822,88763176.91678911,190206807.67883372,0,,7,1,1,1,none,70.0,70.0,6.809387506353694,-75.52824376211156,49.817988984283595,0.0,49.817988984283595,,0.0,-1,,200938.3195094498,898211.806161307,84100517.94446191,205436937.35478756,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.59771918726275, 50.40307962511749, 50.27989320327616, 50.165836110450925, 50.061804393280376, 49.968641525062225, 49.88713104322906, 49.817988984283595]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6418472.900155416,6418498.450863036,25.550707620568573,0.09636622030926774,0.09671706144918758,0.0003508411399198441,0.004443994822375884,0.004794494133043299,0.0003504993106674152,4061.321681458636,4101.80678120982,40.48509975118395,-0.020765414723886714,-0.015508305890202103,0.005257108833684611,1.3509035638412237,1.3579229396681043,0.007019375826880614
304,76.0,True,traj_000,304,1.2217304763960306,1.2217304763960306,1.217090371172092,-0.017081171002600336,0.0,71.28318379669327,5693.72366753344,0.012519607195403923,0,50,0,0.005929710224023361,0.029173753854500797,0,0,,0.0,0.0,0.0,0.0,6418485.68853329,0.09654164174127217,0.004619242087923994,4081.565057946128,-0.018136897947382477,1.3544133952571538,40385.68853329029,0.0037771748458005606,31462.305212311145,251.41841882878958,272.6002624758432,710425.0559874752,172973.05710999397,59913.83988973237,-162265.24666620622,9.675471544141713,1925926.5701175905,1925926.5701175905,0.3019592935384504,0.5985704209889605,0.972225905805936,-0.7558429742681932,-0.7558429742681932,1085186.4646810524,1591088.7751341674,1401484.4464249725,-1320997.5397076993,1,0,,,,0,1,76.0,none,,0,0,0,,0,,0,1.217090371172092,1.217090371172092,0.0037700950524339077,0.0037842832273876225,31092.603126825812,31834.939927504747,40372.90015541576,40398.45086303633,31.09768348094076,0.0003526359607631535,0.0003519387720338444,40.99081752106031,0.005279079300317704,0.00705883296587273,22.187903443070795,7.179283373228589e-06,5.757845465714778e-06,2.022871079505066,8.788186653237574e-05,0.00015782855596833349,329311.9312843477,728349.4200891446,423401.05450844695,437009.6520534868,84409747.80083051,200356580.37539932,334574.5183546929,716945.3964743419,88846820.5463778,190386044.0279523,0,,7,1,1,1,none,70.0,70.0,6.687950082780183,-74.02287049812887,49.65163304888984,0.0,49.65163304888984,,0.0,-1,,190222.74741997366,728349.4200891446,84409747.80083051,205888963.02955425,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[51.41594540380683, 50.23110364115588, 50.10901355731127, 49.99600033040464, 49.89295170310223, 49.800702493948435, 49.72002730462493, 49.65163304888984]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",3,6418451.607755983,6418482.705439464,31.09768348094076,0.09652056614306256,0.09687320210382572,0.0003526359607631535,0.004477563664285838,0.004829502436319682,0.0003519387720338444,4040.2168623095026,4081.207679830563,40.99081752106031,-0.020778202230882017,-0.015499122930564314,0.005279079300317704,1.349710897115431,1.3567697300813037,0.00705883296587273
