step,t_s,guidance_updated,trajectory_id,guidance_cycle_index,sigma_cmd_rad,sigma_target_rad,sigma_actual_rad,roll_rate_rad_s,roll_accel_rad_s2,tau_roll_cmd_Nm,tau_roll_capacity_Nm,requested_duty,fired_this_step,num_internal_steps,num_fired_internal_steps,roll_pos_backlog_s,roll_neg_backlog_s,roll_pos_is_on,roll_neg_is_on,active_thrusters,torque_z_from_rcs,force_x_from_rcs,force_y_from_rcs,force_z_from_rcs,r_m,phi_rad,lam_rad,V_mps,gamma_rad,chi_rad,alt_m,rho_kgm3,q_pa,T_K,p_Pa,drag_mag_N,lift_mag_N,lift_vertical_plane_N,lift_lateral_left_N,gravity_mps2,range_to_go_m,great_circle_range_m,great_circle_angle_rad,target_course_chi_rad,target_azimuth_north_rad,heading_error_rad,heading_offset_psi_rad,north_error_m,east_error_m,along_track_error_m,cross_track_error_m,interval_active,interval_failed,interval_failure_time_s,interval_failure_reason,interval_failure_kind,nominal_continued_after_interval_failure,last_valid_interval_available,last_valid_interval_time_s,interval_step_failure_kind,interval_step_failure_reason,interval_step_heat_violation,interval_step_numerical_failure,interval_step_recentered,interval_step_recenter_reason,interval_step_split,interval_step_split_reason,interval_step_split_depth,interval_sigma_lo,interval_sigma_hi,interval_rho_lo,interval_rho_hi,interval_q_lo,interval_q_hi,interval_alt_lo,interval_alt_hi,width_r_m,width_phi_rad,width_lam_rad,width_V_mps,width_gamma_rad,width_chi_rad,dx_width_r,dx_width_phi,dx_width_lam,dx_width_V,dx_width_gamma,dx_width_chi,heating_qdot_max_lo,heating_qdot_max_hi,heating_qdot_mean_lo,heating_qdot_mean_hi,heating_Q_max_lo,heating_Q_max_hi,nominal_heat_qdot_max_lo,nominal_heat_qdot_max_hi,nominal_heat_Q_max_lo,nominal_heat_Q_max_hi,nominal_heat_violation,nominal_heat_violation_reason,guidance_selected_candidate_index,guidance_any_feasible_candidate,guidance_selected_candidate_heat_feasible,guidance_selected_interval_screen_used,guidance_selected_interval_failure_kind,guidance_chosen_sigma_cmd_deg,guidance_chosen_sigma_mag_deg,guidance_heading_deadband_deg,guidance_current_altitude_rate_mps,guidance_selected_geometry_cost,guidance_selected_heat_penalty,guidance_selected_total_cost,guidance_selected_failure_reason,guidance_selected_violation_amount,guidance_selected_first_violation_step,guidance_selected_first_violation_time_s,guidance_selected_max_heating_rate_lo,guidance_selected_max_heating_rate_hi,guidance_selected_max_heat_load_lo,guidance_selected_max_heat_load_hi,guidance_candidate_count,guidance_candidate_sigma_deg_json,guidance_candidate_cost_json,guidance_candidate_heat_flag_json,guidance_candidate_failure_reason_json,safety_status,safety_checks,layer_indices,r_m_lo,r_m_hi,r_m_width,phi_rad_lo,phi_rad_hi,phi_rad_width,lam_rad_lo,lam_rad_hi,lam_rad_width,V_mps_lo,V_mps_hi,V_mps_width,gamma_rad_lo,gamma_rad_hi,gamma_rad_width,chi_rad_lo,chi_rad_hi,chi_rad_width
592,148.0,True,traj_000,592,1.2217304763960306,1.2217304763960306,1.2050481456153517,-0.017081171002600336,0.0,167.62098825061554,5693.72366753344,0.029439607195273335,0,50,0,0.031188409563078185,0.027034197063218177,0,0,,0.0,0.0,0.0,0.0,6408023.027772403,0.1203252294832412,0.012996759454400663,1035.0535776357688,-0.22941949807772316,1.0295459398774696,29923.027772403322,0.018628080936784128,9978.466007724073,226.43329862549055,1210.7946674411917,225315.7301847227,54859.48213193249,19620.38891090406,-51230.8805191624,9.70709247256965,1799068.0530640488,1799068.0530640488,0.282069590170121,0.546152793324558,1.0246435334703385,-0.48339314655291155,-0.48339314655291155,934442.2989961574,1537355.993061608,1592936.116150916,-836182.0312693295,1,0,,,,0,1,148.0,none,,0,0,0,,0,,0,1.2050481456153517,1.2050481456153517,0.01655831227967132,0.021056204493713662,6222.6199935586765,14799.058509362116,29135.15865891613,30682.547149433754,1579.4481026614085,0.0010461580141351984,0.0008315257980219554,324.48946286440616,0.05736268449791737,0.07752440121887727,128.2384485747428,4.923864668842742e-05,3.6564471529982646e-05,23.31271803832668,0.005838343051588087,0.007430336020182456,6713.020784167562,41489.519070877475,8631.02672250115,24893.711442526477,90481213.03484929,215759363.8009399,12117.183859288854,25965.393984190403,95450688.95161496,204537190.61060375,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-235.38388360045616,35.74854101999819,0.0,35.74854101999819,,0.0,-1,,4529.691753405785,41489.519070877475,90481213.03484929,216016670.2683104,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[38.4137844371141, 36.61184583075974, 36.428054415022615, 36.25856057207729, 36.10469030181049, 35.9676711042828, 35.848621531790116, 35.74854101999819]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6407159.772847348,6408739.220950009,1579.4481026614085,0.11982871729266391,0.1208748753067991,0.0010461580141351984,0.01260674734286231,0.013438273140884265,0.0008315257980219554,857.6057065709473,1182.0951694353535,324.48946286440616,-0.2595676492272639,-0.20220496472934651,0.05736268449791737,0.9841427957625982,1.0616671969814755,0.07752440121887727
593,148.25,False,traj_000,592,1.2217304763960306,1.2217304763960306,1.2007778528646997,-0.017081171002600336,0.0,201.7833302558328,5693.72366753344,0.03543960719527625,0,50,0,0.03956831136189694,0.027034197063218177,0,0,,0.0,0.0,0.0,0.0,6407964.1818015035,0.12035893195406659,0.013017166590638637,1028.9785223784695,-0.2311058034468136,1.0280485600241724,29864.181801503524,0.01879751277763377,9951.373183911552,226.37500041263027,1221.4928885306956,224703.96888039407,54710.53155348726,19785.114817905334,-51007.75915983202,9.707270758804654,1798845.9870529736,1798845.9870529736,0.2820347732166278,0.5460872674196082,1.0247090593752883,-0.4819612926045642,-0.4819612926045642,934226.2309118048,1537227.4505137196,1593935.0034377328,-833797.3914282426,1,0,,,,0,1,148.25,none,,0,0,0,,0,,0,1.2007778528646997,1.2007778528646997,0.016668296740906068,0.021303217996980556,6129.662349178099,14884.015071680189,29059.772847347893,30639.2209500093,1612.2398314736784,0.0010586839715858165,0.0008408487295790985,330.4392042049594,0.05887521017672201,0.0794346515621801,131.16691524944682,5.010382980250086e-05,3.7291726228569434e-05,23.798965362212478,0.006050102715218536,0.00764100137321129,6519.85211980817,41362.073284754195,8382.667011181931,24817.243970852516,90482842.99787924,215769704.31926107,11959.093772320022,25626.629512114334,95453678.72505803,204543597.26798177,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-235.38388360045616,35.74854101999819,0.0,35.74854101999819,,0.0,-1,,4529.691753405785,41489.519070877475,90481213.03484929,216016670.2683104,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[38.4137844371141, 36.61184583075974, 36.428054415022615, 36.25856057207729, 36.10469030181049, 35.9676711042828, 35.848621531790116, 35.74854101999819]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6407083.922910398,6408696.162741872,1612.2398314736784,0.11985564485250245,0.12091432882408827,0.0010586839715858165,0.01262262124034638,0.013463469969925479,0.0008408487295790985,848.208142754703,1178.6473469596624,330.4392042049594,-0.26200445649548365,-0.20312924631876164,0.05887521017672201,0.9814326566955892,1.0608673082577693,0.0794346515621801
594,148.5,False,traj_000,592,1.2217304763960306,1.2217304763960306,1.1965075601140476,-0.017081171002600336,0.0,235.94567226104832,5693.72366753344,0.041439607195278866,0,50,0,0.04944821316071639,0.027034197063218177,0,0,,0.0,0.0,0.0,0.0,6407905.258872502,0.12039239349598092,0.013037496694279633,1022.9254545803967,-0.23279696879851708,1.0265483199263348,29805.258872501552,0.01896875778374101,9924.231053244692,226.31662488517367,1232.302809943455,224091.09421757126,54561.30989645214,19948.19480179321,-50783.915384365515,9.707449283121854,1798625.1439545113,1798625.1439545113,0.2820001479993276,0.5460223074459818,1.0247740193489148,-0.480526012480353,-0.480526012480353,934011.6886268652,1537099.4027628072,1594934.2610376477,-831406.7063920515,1,0,,,,0,1,148.5,none,,0,0,0,,0,,0,1.1965075601140476,1.1965075601140476,0.01677833649452465,0.021554772621101437,6035.646267949026,14972.048185984631,28983.922910397872,30596.16274187155,1645.7839273698628,0.0010714305241331795,0.0008503576536664104,336.51337553578776,0.060442811569647814,0.08139941290321828,134.17638358373912,5.098621018947454e-05,3.8035696349245475e-05,24.29668532331378,0.0062704055717031785,0.007859045364152816,6328.647538269858,41242.57169125188,8136.832549204101,24745.54301475113,90484425.1597638,215780014.9621839,11802.677755305653,25291.452332797828,95456629.39449686,204549920.13106498,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-235.38388360045616,35.74854101999819,0.0,35.74854101999819,,0.0,-1,,4529.691753405785,41489.519070877475,90481213.03484929,216016670.2683104,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[38.4137844371141, 36.61184583075974, 36.428054415022615, 36.25856057207729, 36.10469030181049, 35.9676711042828, 35.848621531790116, 35.74854101999819]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6407007.600449833,6408653.384377203,1645.7839273698628,0.11988221216331697,0.12095364268745015,0.0010714305241331795,0.012638333620776257,0.013488691274442667,0.0008503576536664104,838.7543172833608,1175.2676928191486,336.51337553578776,-0.26447236700829374,-0.20402955543864593,0.060442811569647814,0.9786791295619521,1.0600785424651704,0.08139941290321828
595,148.75,False,traj_000,592,1.2217304763960306,1.2217304763960306,1.1923084389092398,-0.011387447335066893,0.022774894670133772,270.1080142662656,5693.72366753344,0.0474396071952818,1,50,4,0.04082811495953666,0.027034197063218177,1,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",455.4978934026752,-9.094947017729283e-15,-1.0459200697011532e-14,0.0,6407846.2616615435,0.12042561509070523,0.013057749626519158,1016.8944170431103,-0.23449304891065814,1.0250452378813133,29746.26166154351,0.019141829734436892,9897.036664944406,226.25817469024224,1243.2252386154075,223477.0395670806,54411.80093807181,20106.020199371033,-50560.77563751209,9.707628037432217,1798405.5210599876,1798405.5210599876,0.2819657140935369,0.5459579106319774,1.0248384161629192,-0.4790873272493359,-0.4790873272493359,933798.6660556775,1536971.8505723136,1595933.8456931652,-829009.998944566,1,0,,,,0,1,148.75,none,,0,0,0,,0,,0,1.1923084389092398,1.1923084389092398,0.016888391671441298,0.021810990831716046,5940.566119559672,15063.260798609132,28907.600449833088,30553.38437720295,1680.101217860356,0.0010844020646627733,0.0008600568654939036,342.7149219784492,0.062067591862662114,0.0834206752405976,137.26916196362646,5.1886162118344e-05,3.8796847309969094e-05,24.8061857706459,0.006499121172057143,0.008085049349516904,6139.423597787008,41131.11260671713,7893.544625726155,24678.667564030286,90485960.01566325,215790297.74033558,11647.922180267662,24959.833243430705,95459541.37504193,204556160.08937585,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-235.38388360045616,35.74854101999819,0.0,35.74854101999819,,0.0,-1,,4529.691753405785,41489.519070877475,90481213.03484929,216016670.2683104,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[38.4137844371141, 36.61184583075974, 36.428054415022615, 36.25856057207729, 36.10469030181049, 35.9676711042828, 35.848621531790116, 35.74854101999819]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6406930.796701091,6408610.897918952,1680.101217860356,0.1199084176372705,0.12099281970193328,0.0010844020646627733,0.012653882593760619,0.013513939459254522,0.0008600568654939036,829.2420612178935,1171.9569831963427,342.7149219784492,-0.2669724995862475,-0.2049049077235854,0.062067591862662114,0.9758804331677696,1.0593011084083672,0.0834206752405976
596,149.0,True,traj_000,596,1.2217304763960306,1.2217304763960306,1.192699882411386,0.0028468618337667085,0.0569372366753344,280.9260892345943,5693.72366753344,0.049339607195284456,1,50,10,0.009810921439056808,0.027034197063218177,0,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",1138.7447335066881,-2.2737367544323207e-14,-2.6148001742528833e-14,0.0,6407787.192822752,0.12045859772215209,0.013077925250982166,1010.8854546323437,-0.2361942034627915,1.0235392903841751,29687.19282275159,0.019316742460621674,9869.787204576454,226.19965245332696,1254.2609840751638,222861.741378442,54261.989205185884,20030.923666523227,-50429.41175117581,9.707807013712578,1798187.115643544,1798187.115643544,0.2819314710718778,0.5458940741992853,1.0249022525956113,-0.47764521618488986,-0.47764521618488986,933587.1570980665,1536844.794690732,1596933.7488017166,-826607.2252312723,1,0,,,,0,1,149.0,none,,0,0,0,,0,,0,1.192699882411386,1.192699882411386,0.01699842094448998,0.022072000009620663,5844.4174540324175,15157.760275832965,28830.79670109134,30510.897918951698,1715.2131027597934,0.001097603081453874,0.0008699507825140618,349.0468676758254,0.06374273516703952,0.08550428925853426,140.4475395994573,5.2804067164405376e-05,3.95756680806327e-05,25.327782789504877,0.006700573217509501,0.008334456071746927,5952.198477209222,41027.79939878423,7652.826613554716,24616.679639270533,90487448.06528255,215800554.69018528,11494.813644692547,24631.743524341175,95462415.07845311,204562318.02525693,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-236.5514412933444,35.45784767052257,0.0,35.45784767052257,,0.0,-1,,4529.462416557919,41027.79939878423,90487448.06528255,216033204.85330334,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[38.16534115441397, 36.33502944214973, 36.14831546122164, 35.976116246984546, 35.81977883049361, 35.68055046553652, 35.55956802454053, 35.45784767052257]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6406853.502504408,6408568.715607168,1715.2131027597934,0.1199342596253025,0.12103186270675638,0.001097603081453874,0.012669266231775077,0.013539217014289139,0.0008699507825140618,819.6691320016897,1168.7159996775151,349.0468676758254,-0.2695094027219311,-0.20576666755489156,0.06374273516703952,0.9730295437487351,1.0585338330072693,0.08550428925853426
597,149.25,False,traj_000,596,1.2217304763960306,1.2217304763960306,1.1934115978698316,0.0028468618337667085,0.0,220.8573045420907,5693.72366753344,0.03878960719527992,0,50,0,0.020352323237877112,0.027034197063218177,0,0,,0.0,0.0,0.0,0.0,6407728.054962428,0.12049134237480767,0.013098023434675211,1004.8986144345338,-0.23790721845880541,1.022027728306611,29628.054962428287,0.019493509921180208,9842.480036928324,226.14106075272915,1265.410863262661,222245.14014803717,54111.86020995689,19939.706096822145,-50304.09065030666,9.707986204083806,1797969.9249623134,1797969.9249623134,0.2818974185043059,0.5458307953693646,1.024965531425532,-0.4761969329372464,-0.4761969329372464,933377.155649217,1536718.2358458443,1597936.207913689,-824193.9859689625,1,0,,,,0,1,149.25,none,,0,0,0,,0,,0,1.1934115978698316,1.1934115978698316,0.01710838159930819,0.02233793275431169,5747.197125046996,15255.658649434905,28753.50250440836,30468.715607168153,1751.1400378616527,0.0011110381423101306,0.0008800440515435454,355.5122967075573,0.06546950118114236,0.08765293469484481,143.70774040546695,5.374024342500521e-05,4.0373076117937055e-05,25.861716126927043,0.006907064056411341,0.008594581745242129,5766.992042226331,40932.74070796293,7414.704054290995,24559.644424777765,90488889.81329311,215810787.87536228,11343.338992716377,24307.154984392237,95465250.91320129,204568394.81400302,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-236.5514412933444,35.45784767052257,0.0,35.45784767052257,,0.0,-1,,4529.462416557919,41027.79939878423,90487448.06528255,216033204.85330334,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[38.16534115441397, 36.33502944214973, 36.14831546122164, 35.976116246984546, 35.81977883049361, 35.68055046553652, 35.55956802454053, 35.45784767052257]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6406775.707338424,6408526.847376286,1751.1400378616527,0.11995973630260771,0.12107077444491784,0.0011110381423101306,0.012684482592324941,0.013564526643868487,0.0008800440515435454,810.0332396934879,1165.5455364010452,355.5122967075573,-0.27208436748596315,-0.2066148663048208,0.06546950118114236,0.9701239393049431,1.057776873999788,0.08765293469484481
598,149.5,False,traj_000,596,1.2217304763960306,1.2217304763960306,1.1941233133282774,0.0028468618337667085,0.0,215.16358087452488,5693.72366753344,0.03778960719527424,0,50,0,0.02987972503669615,0.027034197063218177,0,0,,0.0,0.0,0.0,0.0,6407668.84902186,0.12052384992738324,0.013118044105103682,998.9339612660593,-0.23963265152768845,1.020510329754448,29568.8490218604,0.019672151108096975,9815.115457083079,226.08240051725159,1276.6760097995962,221627.2425389,53961.415574688705,19848.560986012693,-50178.37181105812,9.708165605711192,1797753.946299377,1797753.946299377,0.28186355596484486,0.5457680717721498,1.0250282550227467,-0.4747422579822982,-0.4747422579822982,933168.6562499654,1536592.1744000965,1598941.357455597,-821769.9111387786,1,0,,,,0,1,149.5,none,,0,0,0,,0,,0,1.1941233133282774,1.1941233133282774,0.017218236102474336,0.02260893046006674,5648.905949329987,15357.075289809725,28675.7073384244,30426.847376286052,1787.9029658902436,0.0011247119107632014,0.000890341461049356,362.1143746121978,0.0672498643477121,0.08986916020828084,147.05171211366905,5.469507381230287e-05,4.118963802324409e-05,26.408311618561683,0.007121452666278985,0.008864902053744192,5583.827560637562,40846.0544308329,7179.2068636768645,24507.63265849973,90490285.77018328,215820999.38897,11193.487223073258,23986.044049442695,95468049.28500706,204574391.3250154,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-236.5514412933444,35.45784767052257,0.0,35.45784767052257,,0.0,-1,,4529.462416557919,41027.79939878423,90487448.06528255,216033204.85330334,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[38.16534115441397, 36.33502944214973, 36.14831546122164, 35.976116246984546, 35.81977883049361, 35.68055046553652, 35.55956802454053, 35.45784767052257]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6406697.40024649,6408485.30321238,1787.9029658902436,0.11998484577384785,0.12110955768461105,0.0011247119107632014,0.012699529693924459,0.013589871154973815,0.000890341461049356,800.3320151622976,1162.4463897744954,362.1143746121978,-0.27469849151908027,-0.20744862717136817,0.0672498643477121,0.9671613285542209,1.0570304887625017,0.08986916020828084
599,149.75,False,traj_000,596,1.2217304763960306,1.2217304763960306,1.194835028786723,0.0028468618337667085,0.0,209.46985720695906,5693.72366753344,0.036789607195268546,0,50,0,0.03915712683551375,0.027034197063218177,0,0,,0.0,0.0,0.0,0.0,6407609.575829093,0.12055612125332783,0.013137987195762722,992.9915610170015,-0.24137059216501033,1.0189870640588594,29509.575829093345,0.0198526855323292,9787.693995220405,226.02367256356078,1288.057589029886,221008.06052259225,53810.65821419638,19757.4901332008,-50052.25790193219,9.708345216102886,1797539.176925749,1797539.176925749,0.2818298830256266,0.5457059010591536,1.025090425735743,-0.4732811629997058,-0.4732811629997058,932961.6534723288,1536466.6106795415,1599949.172827177,-819334.9357573686,1,0,,,,0,1,149.75,none,,0,0,0,,0,,0,1.194835028786723,1.194835028786723,0.01732794601509724,0.02288514049926817,5549.5461925428945,15462.134739162568,28597.400246489793,30385.303212380037,1825.5234456490725,0.0011386291491988498,0.0009008479392543824,368.85635254993736,0.0690858997334362,0.09215564977088053,150.4819190353562,5.566895374261559e-05,4.202591282010553e-05,26.967911750958297,0.007344141542896386,0.009145958250398791,5402.729950334774,40767.863927474704,6946.367079001852,24460.718356484816,90491636.45267086,215831191.35495186,11045.247494707666,23668.387488659286,95470810.59688073,204580308.42188755,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-236.5514412933444,35.45784767052257,0.0,35.45784767052257,,0.0,-1,,4529.462416557919,41027.79939878423,90487448.06528255,216033204.85330334,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[38.16534115441397, 36.33502944214973, 36.14831546122164, 35.976116246984546, 35.81977883049361, 35.68055046553652, 35.55956802454053, 35.45784767052257]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6406618.569890433,6408444.093336082,1825.5234456490725,0.1200095860796286,0.12114821522882745,0.0011386291491988498,0.01271440551335995,0.013615253452614332,0.0009008479392543824,790.563004496116,1159.4193570460534,368.85635254993736,-0.2773529262615069,-0.20826702652807072,0.0690858997334362,0.9641392855561736,1.056294935327054,0.09215564977088053
600,150.0,True,traj_000,600,1.2217304763960306,1.2217304763960306,1.1955467442451688,0.0028468618337667085,0.0,203.77613353939324,5693.72366753344,0.03578960719526286,0,50,0,0.04818452863433003,0.027034197063218177,0,0,,0.0,0.0,0.0,0.0,6407550.236214647,0.12058815722838248,0.013157852642076836,987.0714793888872,-0.24312113029360746,1.0174579003458226,29450.23621464707,0.020035132883686007,9760.216216033625,225.96487771083127,1299.5567765455933,220387.6068500005,53659.59123304361,19666.495399472606,-49925.751772004936,9.708525032759281,1797325.614097321,1797325.614097321,0.2817963992564119,0.5456442808744615,1.025152045920435,-0.47181361947136113,-0.47181361947136113,932756.1418733204,1536341.5449983475,1600959.6290662994,-816888.9944112413,1,0,,,,0,1,150.0,none,,0,0,0,,0,,0,1.1955467442451688,1.1955467442451688,0.017437471500272264,0.023166716289802238,5449.121471408936,15570.966779992075,28518.56989043299,30344.093336082064,1864.0236738575622,0.0011527947208847117,0.0009115685597080852,375.7415701075355,0.07097979008189592,0.09451523257276384,154.00091283199046,5.666228674345447e-05,4.288248181480718e-05,27.540870230392407,0.00757556139383874,0.009438331207533214,5223.725697608003,40698.2979332186,6716.218754067432,24418.978759931168,90492942.38409527,215841365.92943516,10898.608979753422,23354.16209947162,95473535.24912567,204586146.96241242,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-237.62081278808608,35.16297331425963,0.0,35.16297331425963,,0.0,-1,,4529.279539974954,40698.2979332186,90492942.38409527,216049000.07059458,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[37.91358757354771, 36.0543307138722, 35.864633437101766, 35.689671943329174, 35.53081471843782, 35.38932918847188, 35.266370956899934, 35.16297331425963]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6406539.2045343695,6408403.228208227,1864.0236738575622,0.12003395519487774,0.12118674991576245,0.0011527947208847117,0.0127291079845902,0.013640676544298284,0.0009115685597080852,780.7236654117181,1156.4652355192536,375.7415701075355,-0.2800488807937288,-0.20906909071183288,0.07097979008189592,0.9610552395060707,1.0555704720788346,0.09451523257276384
601,150.25,False,traj_000,600,1.2217304763960306,1.2217304763960306,1.1962584597036146,0.0028468618337667085,0.0,198.08240987182742,5693.72366753344,0.03478960719525717,0,50,0,0.056961930433144785,0.027034197063218177,0,0,,0.0,0.0,0.0,0.0,6407490.83101145,0.12061995873056662,0.013177640381415738,981.1737818716326,-0.24488435625417196,1.015922807530397,29390.831011449918,0.020219513031951398,9732.682718693588,225.90601678068072,1311.1747582456153,219765.8950505208,53508.2179253442,19575.57870718691,-49798.85645097543,9.708705053173217,1797113.255054811,1797113.255054811,0.2817631042245827,0.5455832088548149,1.0252131179400816,-0.47033959867558206,-0.47033959867558206,932552.115995039,1536216.977658714,1601972.700847463,-814432.0212474355,1,0,,,,0,1,150.25,none,,0,0,0,,0,,0,1.1962584597036146,1.1962584597036146,0.01754677129153151,0.02345381761277132,5347.636854779886,15683.706695572258,28439.20453436952,30303.228208227083,1903.4265080429614,0.001167213592020308,0.0009225085471849404,382.7734582246203,0.07293383351703486,0.09695089386947453,157.61133673857034,5.7675484542422915e-05,4.375994990742429e-05,28.127552468338926,0.007816173740555918,0.009742645186842473,5046.842907308293,40637.49077017019,6488.7980236820895,24382.494462102113,90494204.0948221,215851525.30212772,10753.560862959415,23043.344706341602,95476223.63934141,204591907.798589,0,,7,1,1,1,none,70.0,70.0,3.0000000000000004,-237.62081278808608,35.16297331425963,0.0,35.16297331425963,,0.0,-1,,4529.279539974954,40698.2979332186,90492942.38409527,216049000.07059458,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[37.91358757354771, 36.0543307138722, 35.864633437101766, 35.689671943329174, 35.53081471843782, 35.38932918847188, 35.266370956899934, 35.16297331425963]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",2,6406459.292027553,6408362.718535596,1903.4265080429614,0.12005795102720072,0.12122516461922103,0.001167213592020308,0.012743634997610382,0.013666143544795322,0.0009225085471849404,770.8113634838608,1153.584821708481,382.7734582246203,-0.2827876260359741,-0.20985379251893926,0.07293383351703486,0.9579064635651628,1.0548573574346374,0.09695089386947453
